"","id","IdBundesland","Bundesland","Landkreis","Altersgruppe","Geschlecht","AnzahlFall","AnzahlTodesfall","ObjectId","Meldedatum","IdLandkreis"
"897",147832,3,"Niedersachsen","LK Friesland","A35-A59","M",2,0,147832,2020-03-08 01:00:00,"03455"
"898",147833,3,"Niedersachsen","LK Friesland","A35-A59","W",1,0,147833,2020-03-13 01:00:00,"03455"
"899",147834,3,"Niedersachsen","LK Grafschaft Bentheim","A15-A34","M",1,0,147834,2020-03-04 01:00:00,"03456"
"900",147835,3,"Niedersachsen","LK Grafschaft Bentheim","A15-A34","M",1,0,147835,2020-03-12 01:00:00,"03456"
"901",147836,3,"Niedersachsen","LK Grafschaft Bentheim","A15-A34","M",1,0,147836,2020-03-18 01:00:00,"03456"
"902",147837,3,"Niedersachsen","LK Grafschaft Bentheim","A15-A34","M",1,0,147837,2020-03-20 01:00:00,"03456"
"903",147838,3,"Niedersachsen","LK Grafschaft Bentheim","A15-A34","W",1,0,147838,2020-03-19 01:00:00,"03456"
"904",147839,3,"Niedersachsen","LK Grafschaft Bentheim","A35-A59","M",1,0,147839,2020-03-12 01:00:00,"03456"
"905",147840,3,"Niedersachsen","LK Grafschaft Bentheim","A35-A59","M",1,0,147840,2020-03-13 01:00:00,"03456"
"906",147841,3,"Niedersachsen","LK Grafschaft Bentheim","A35-A59","M",2,0,147841,2020-03-18 01:00:00,"03456"
"907",147842,3,"Niedersachsen","LK Grafschaft Bentheim","A35-A59","M",2,0,147842,2020-03-19 01:00:00,"03456"
"908",147843,3,"Niedersachsen","LK Grafschaft Bentheim","A35-A59","W",1,0,147843,2020-03-15 01:00:00,"03456"
"909",147844,3,"Niedersachsen","LK Grafschaft Bentheim","A35-A59","W",3,0,147844,2020-03-18 01:00:00,"03456"
"910",147845,3,"Niedersachsen","LK Grafschaft Bentheim","A35-A59","W",2,0,147845,2020-03-20 01:00:00,"03456"
"911",147846,3,"Niedersachsen","LK Grafschaft Bentheim","A60-A79","M",1,0,147846,2020-03-19 01:00:00,"03456"
"912",147847,3,"Niedersachsen","LK Grafschaft Bentheim","A60-A79","W",1,0,147847,2020-03-19 01:00:00,"03456"
"913",147848,3,"Niedersachsen","LK Grafschaft Bentheim","A60-A79","W",2,0,147848,2020-03-20 01:00:00,"03456"
"914",147849,3,"Niedersachsen","LK Leer","A15-A34","M",1,0,147849,2020-03-18 01:00:00,"03457"
"915",147850,3,"Niedersachsen","LK Leer","A15-A34","M",1,0,147850,2020-03-19 01:00:00,"03457"
"916",147851,3,"Niedersachsen","LK Leer","A15-A34","W",1,0,147851,2020-03-04 01:00:00,"03457"
"917",147852,3,"Niedersachsen","LK Leer","A35-A59","M",4,0,147852,2020-03-18 01:00:00,"03457"
"918",147853,3,"Niedersachsen","LK Leer","A35-A59","M",1,0,147853,2020-03-19 01:00:00,"03457"
"919",147854,3,"Niedersachsen","LK Leer","A35-A59","W",2,0,147854,2020-03-15 01:00:00,"03457"
"920",147855,3,"Niedersachsen","LK Leer","A60-A79","M",1,0,147855,2020-03-18 01:00:00,"03457"
"921",147856,3,"Niedersachsen","LK Oldenburg","A15-A34","M",1,0,147856,2020-03-17 01:00:00,"03458"
"922",147857,3,"Niedersachsen","LK Oldenburg","A35-A59","M",1,0,147857,2020-03-09 01:00:00,"03458"
"923",147858,3,"Niedersachsen","LK Oldenburg","A35-A59","M",1,0,147858,2020-03-10 01:00:00,"03458"
"924",147859,3,"Niedersachsen","LK Oldenburg","A35-A59","M",1,0,147859,2020-03-16 01:00:00,"03458"
"925",147860,3,"Niedersachsen","LK Oldenburg","A35-A59","M",1,0,147860,2020-03-18 01:00:00,"03458"
"926",147861,3,"Niedersachsen","LK Oldenburg","A35-A59","M",2,0,147861,2020-03-19 01:00:00,"03458"
"927",147862,3,"Niedersachsen","LK Oldenburg","A35-A59","M",1,0,147862,2020-03-20 01:00:00,"03458"
"928",147863,3,"Niedersachsen","LK Oldenburg","A35-A59","W",1,0,147863,2020-03-11 01:00:00,"03458"
"929",147864,3,"Niedersachsen","LK Oldenburg","A35-A59","W",1,0,147864,2020-03-17 01:00:00,"03458"
"930",147865,3,"Niedersachsen","LK Oldenburg","A35-A59","W",1,0,147865,2020-03-18 01:00:00,"03458"
"931",147866,3,"Niedersachsen","LK Oldenburg","A60-A79","M",1,0,147866,2020-03-16 01:00:00,"03458"
"932",147867,3,"Niedersachsen","LK Oldenburg","A60-A79","M",1,0,147867,2020-03-19 01:00:00,"03458"
"933",147868,3,"Niedersachsen","LK Oldenburg","A60-A79","W",1,0,147868,2020-03-16 01:00:00,"03458"
"934",147869,3,"Niedersachsen","LK Osnabrück","A15-A34","M",2,0,147869,2020-03-16 01:00:00,"03459"
"935",147870,3,"Niedersachsen","LK Osnabrück","A15-A34","M",2,0,147870,2020-03-17 01:00:00,"03459"
"936",147871,3,"Niedersachsen","LK Osnabrück","A15-A34","M",2,0,147871,2020-03-18 01:00:00,"03459"
"937",147872,3,"Niedersachsen","LK Osnabrück","A15-A34","M",2,0,147872,2020-03-19 01:00:00,"03459"
"938",147873,3,"Niedersachsen","LK Osnabrück","A15-A34","W",1,0,147873,2020-03-13 01:00:00,"03459"
"939",147874,3,"Niedersachsen","LK Osnabrück","A15-A34","W",2,0,147874,2020-03-17 01:00:00,"03459"
"940",147875,3,"Niedersachsen","LK Osnabrück","A15-A34","W",1,0,147875,2020-03-18 01:00:00,"03459"
"941",147876,3,"Niedersachsen","LK Osnabrück","A35-A59","M",1,0,147876,2020-03-09 01:00:00,"03459"
"942",147877,3,"Niedersachsen","LK Osnabrück","A35-A59","M",2,0,147877,2020-03-13 01:00:00,"03459"
"943",147878,3,"Niedersachsen","LK Osnabrück","A35-A59","M",1,0,147878,2020-03-15 01:00:00,"03459"
"944",147879,3,"Niedersachsen","LK Osnabrück","A35-A59","M",10,0,147879,2020-03-16 01:00:00,"03459"
"945",147880,3,"Niedersachsen","LK Osnabrück","A35-A59","M",1,0,147880,2020-03-17 01:00:00,"03459"
"946",147881,3,"Niedersachsen","LK Osnabrück","A35-A59","M",1,0,147881,2020-03-20 01:00:00,"03459"
"947",147882,3,"Niedersachsen","LK Osnabrück","A35-A59","W",3,0,147882,2020-03-09 01:00:00,"03459"
"948",147883,3,"Niedersachsen","LK Osnabrück","A35-A59","W",1,0,147883,2020-03-14 01:00:00,"03459"
"949",147884,3,"Niedersachsen","LK Osnabrück","A35-A59","W",2,0,147884,2020-03-15 01:00:00,"03459"
"950",147885,3,"Niedersachsen","LK Osnabrück","A35-A59","W",6,0,147885,2020-03-16 01:00:00,"03459"
"951",147886,3,"Niedersachsen","LK Osnabrück","A35-A59","W",3,0,147886,2020-03-17 01:00:00,"03459"
"952",147887,3,"Niedersachsen","LK Osnabrück","A35-A59","W",3,0,147887,2020-03-18 01:00:00,"03459"
"953",147888,3,"Niedersachsen","LK Osnabrück","A35-A59","W",2,0,147888,2020-03-19 01:00:00,"03459"
"954",147889,3,"Niedersachsen","LK Osnabrück","A60-A79","M",1,0,147889,2020-03-06 01:00:00,"03459"
"955",147890,3,"Niedersachsen","LK Osnabrück","A60-A79","M",1,0,147890,2020-03-09 01:00:00,"03459"
"956",147891,3,"Niedersachsen","LK Osnabrück","A60-A79","M",1,0,147891,2020-03-13 01:00:00,"03459"
"957",147892,3,"Niedersachsen","LK Osnabrück","A60-A79","M",1,0,147892,2020-03-16 01:00:00,"03459"
"958",147893,3,"Niedersachsen","LK Osnabrück","A60-A79","M",3,0,147893,2020-03-18 01:00:00,"03459"
"959",147894,3,"Niedersachsen","LK Osnabrück","A60-A79","W",1,0,147894,2020-03-15 01:00:00,"03459"
"960",147895,3,"Niedersachsen","LK Osnabrück","A60-A79","W",4,0,147895,2020-03-16 01:00:00,"03459"
"961",147896,3,"Niedersachsen","LK Osnabrück","A60-A79","W",1,0,147896,2020-03-18 01:00:00,"03459"
"962",147897,3,"Niedersachsen","LK Osnabrück","A80+","M",1,0,147897,2020-03-19 01:00:00,"03459"
"963",147898,3,"Niedersachsen","LK Osnabrück","A80+","W",1,0,147898,2020-03-16 01:00:00,"03459"
"964",147899,3,"Niedersachsen","LK Osnabrück","A80+","W",1,0,147899,2020-03-17 01:00:00,"03459"
"965",147900,3,"Niedersachsen","LK Vechta","A15-A34","M",2,0,147900,2020-03-11 01:00:00,"03460"
"966",147901,3,"Niedersachsen","LK Vechta","A15-A34","M",1,0,147901,2020-03-17 01:00:00,"03460"
"967",147902,3,"Niedersachsen","LK Vechta","A15-A34","M",1,0,147902,2020-03-18 01:00:00,"03460"
"968",147903,3,"Niedersachsen","LK Vechta","A15-A34","M",1,0,147903,2020-03-19 01:00:00,"03460"
"969",147904,3,"Niedersachsen","LK Vechta","A15-A34","W",2,0,147904,2020-03-20 01:00:00,"03460"
"970",147905,3,"Niedersachsen","LK Vechta","A35-A59","M",1,0,147905,2020-03-16 01:00:00,"03460"
"971",147906,3,"Niedersachsen","LK Vechta","A35-A59","M",1,0,147906,2020-03-17 01:00:00,"03460"
"972",147907,3,"Niedersachsen","LK Vechta","A35-A59","M",5,0,147907,2020-03-18 01:00:00,"03460"
"973",147908,3,"Niedersachsen","LK Vechta","A35-A59","M",3,0,147908,2020-03-19 01:00:00,"03460"
"974",147909,3,"Niedersachsen","LK Vechta","A35-A59","M",1,0,147909,2020-03-20 01:00:00,"03460"
"975",147910,3,"Niedersachsen","LK Vechta","A35-A59","W",1,0,147910,2020-03-18 01:00:00,"03460"
"976",147911,3,"Niedersachsen","LK Vechta","A35-A59","W",2,0,147911,2020-03-19 01:00:00,"03460"
"977",147912,3,"Niedersachsen","LK Vechta","A35-A59","W",3,0,147912,2020-03-20 01:00:00,"03460"
"978",147913,3,"Niedersachsen","LK Vechta","A60-A79","M",1,0,147913,2020-03-16 01:00:00,"03460"
"979",147914,3,"Niedersachsen","LK Vechta","A60-A79","M",1,0,147914,2020-03-17 01:00:00,"03460"
"980",147915,3,"Niedersachsen","LK Vechta","A60-A79","M",1,0,147915,2020-03-18 01:00:00,"03460"
"981",147916,3,"Niedersachsen","LK Vechta","A60-A79","M",2,0,147916,2020-03-19 01:00:00,"03460"
"982",147917,3,"Niedersachsen","LK Vechta","A60-A79","W",1,0,147917,2020-03-14 01:00:00,"03460"
"983",147918,3,"Niedersachsen","LK Vechta","A60-A79","W",1,0,147918,2020-03-16 01:00:00,"03460"
"984",147919,3,"Niedersachsen","LK Vechta","A60-A79","W",2,0,147919,2020-03-18 01:00:00,"03460"
"985",147920,3,"Niedersachsen","LK Wesermarsch","A35-A59","M",3,0,147920,2020-03-18 01:00:00,"03461"
"986",147921,3,"Niedersachsen","LK Wesermarsch","A35-A59","W",1,0,147921,2020-03-18 01:00:00,"03461"
"987",147922,3,"Niedersachsen","LK Wesermarsch","A35-A59","W",1,0,147922,2020-03-19 01:00:00,"03461"
"988",147923,3,"Niedersachsen","LK Wittmund","A15-A34","W",1,0,147923,2020-03-11 01:00:00,"03462"
"989",147924,3,"Niedersachsen","LK Wittmund","A35-A59","M",2,0,147924,2020-03-14 01:00:00,"03462"
"990",147925,3,"Niedersachsen","LK Wittmund","A60-A79","M",1,0,147925,2020-03-18 01:00:00,"03462"
"991",147926,4,"Bremen","SK Bremen","A05-A14","W",1,0,147926,2020-03-11 01:00:00,"04011"
"992",147927,4,"Bremen","SK Bremen","A15-A34","M",1,0,147927,2020-03-09 01:00:00,"04011"
"993",147928,4,"Bremen","SK Bremen","A15-A34","M",1,0,147928,2020-03-11 01:00:00,"04011"
"994",147929,4,"Bremen","SK Bremen","A15-A34","M",2,0,147929,2020-03-12 01:00:00,"04011"
"995",147930,4,"Bremen","SK Bremen","A15-A34","M",2,0,147930,2020-03-15 01:00:00,"04011"
"996",147931,4,"Bremen","SK Bremen","A15-A34","M",2,0,147931,2020-03-17 01:00:00,"04011"
"997",147932,4,"Bremen","SK Bremen","A15-A34","M",3,0,147932,2020-03-18 01:00:00,"04011"
"998",147933,4,"Bremen","SK Bremen","A15-A34","M",9,0,147933,2020-03-19 01:00:00,"04011"
"999",147934,4,"Bremen","SK Bremen","A15-A34","M",5,0,147934,2020-03-20 01:00:00,"04011"
"1000",147935,4,"Bremen","SK Bremen","A15-A34","W",2,0,147935,2020-03-09 01:00:00,"04011"
"1001",147936,4,"Bremen","SK Bremen","A15-A34","W",1,0,147936,2020-03-14 01:00:00,"04011"
"1002",147937,4,"Bremen","SK Bremen","A15-A34","W",4,0,147937,2020-03-17 01:00:00,"04011"
"1003",147938,4,"Bremen","SK Bremen","A15-A34","W",5,0,147938,2020-03-19 01:00:00,"04011"
"1004",147939,4,"Bremen","SK Bremen","A15-A34","W",9,0,147939,2020-03-20 01:00:00,"04011"
"1005",147940,4,"Bremen","SK Bremen","A35-A59","M",1,0,147940,2020-03-02 01:00:00,"04011"
"1006",147941,4,"Bremen","SK Bremen","A35-A59","M",1,0,147941,2020-03-03 01:00:00,"04011"
"1007",147942,4,"Bremen","SK Bremen","A35-A59","M",5,0,147942,2020-03-10 01:00:00,"04011"
"1008",147943,4,"Bremen","SK Bremen","A35-A59","M",3,0,147943,2020-03-11 01:00:00,"04011"
"1009",147944,4,"Bremen","SK Bremen","A35-A59","M",1,0,147944,2020-03-12 01:00:00,"04011"
"1010",147945,4,"Bremen","SK Bremen","A35-A59","M",3,0,147945,2020-03-13 01:00:00,"04011"
"1011",147946,4,"Bremen","SK Bremen","A35-A59","M",1,0,147946,2020-03-17 01:00:00,"04011"
"1012",147947,4,"Bremen","SK Bremen","A35-A59","M",3,0,147947,2020-03-18 01:00:00,"04011"
"1013",147948,4,"Bremen","SK Bremen","A35-A59","M",12,0,147948,2020-03-19 01:00:00,"04011"
"1014",147949,4,"Bremen","SK Bremen","A35-A59","M",4,0,147949,2020-03-20 01:00:00,"04011"
"1015",147950,4,"Bremen","SK Bremen","A35-A59","W",1,0,147950,2020-03-01 01:00:00,"04011"
"1016",147951,4,"Bremen","SK Bremen","A35-A59","W",1,0,147951,2020-03-03 01:00:00,"04011"
"1017",147952,4,"Bremen","SK Bremen","A35-A59","W",1,0,147952,2020-03-09 01:00:00,"04011"
"1018",147953,4,"Bremen","SK Bremen","A35-A59","W",2,0,147953,2020-03-10 01:00:00,"04011"
"1019",147954,4,"Bremen","SK Bremen","A35-A59","W",2,0,147954,2020-03-11 01:00:00,"04011"
"1020",147955,4,"Bremen","SK Bremen","A35-A59","W",3,0,147955,2020-03-12 01:00:00,"04011"
"1021",147956,4,"Bremen","SK Bremen","A35-A59","W",1,0,147956,2020-03-13 01:00:00,"04011"
"1022",147957,4,"Bremen","SK Bremen","A35-A59","W",1,0,147957,2020-03-14 01:00:00,"04011"
"1023",147958,4,"Bremen","SK Bremen","A35-A59","W",1,0,147958,2020-03-15 01:00:00,"04011"
"1024",147959,4,"Bremen","SK Bremen","A35-A59","W",1,0,147959,2020-03-16 01:00:00,"04011"
"1025",147960,4,"Bremen","SK Bremen","A35-A59","W",3,0,147960,2020-03-18 01:00:00,"04011"
"1026",147961,4,"Bremen","SK Bremen","A35-A59","W",3,0,147961,2020-03-19 01:00:00,"04011"
"1027",147962,4,"Bremen","SK Bremen","A35-A59","W",2,0,147962,2020-03-20 01:00:00,"04011"
"1028",147963,4,"Bremen","SK Bremen","A60-A79","M",2,0,147963,2020-03-09 01:00:00,"04011"
"1029",147964,4,"Bremen","SK Bremen","A60-A79","M",3,0,147964,2020-03-10 01:00:00,"04011"
"1030",147965,4,"Bremen","SK Bremen","A60-A79","M",2,0,147965,2020-03-11 01:00:00,"04011"
"1031",147966,4,"Bremen","SK Bremen","A60-A79","M",1,0,147966,2020-03-13 01:00:00,"04011"
"1032",147967,4,"Bremen","SK Bremen","A60-A79","M",5,0,147967,2020-03-19 01:00:00,"04011"
"1033",147968,4,"Bremen","SK Bremen","A60-A79","M",2,0,147968,2020-03-20 01:00:00,"04011"
"1034",147969,4,"Bremen","SK Bremen","A60-A79","W",1,0,147969,2020-03-10 01:00:00,"04011"
"1035",147970,4,"Bremen","SK Bremen","A60-A79","W",2,0,147970,2020-03-11 01:00:00,"04011"
"1036",147971,4,"Bremen","SK Bremen","A60-A79","W",4,0,147971,2020-03-19 01:00:00,"04011"
"1037",147972,4,"Bremen","SK Bremen","A80+","M",1,0,147972,2020-03-17 01:00:00,"04011"
"1038",147973,4,"Bremen","SK Bremen","A80+","W",1,0,147973,2020-03-19 01:00:00,"04011"
"1039",147974,4,"Bremen","SK Bremerhaven","A35-A59","M",1,0,147974,2020-03-09 01:00:00,"04012"
"1040",147975,4,"Bremen","SK Bremerhaven","A35-A59","M",1,0,147975,2020-03-12 01:00:00,"04012"
"1041",147976,4,"Bremen","SK Bremerhaven","A35-A59","M",4,0,147976,2020-03-13 01:00:00,"04012"
"1042",147977,4,"Bremen","SK Bremerhaven","A35-A59","M",2,0,147977,2020-03-17 01:00:00,"04012"
"1043",147978,4,"Bremen","SK Bremerhaven","A35-A59","W",1,0,147978,2020-03-13 01:00:00,"04012"
"1044",147979,4,"Bremen","SK Bremerhaven","A35-A59","W",1,0,147979,2020-03-14 01:00:00,"04012"
"1045",147980,4,"Bremen","SK Bremerhaven","A35-A59","W",1,0,147980,2020-03-18 01:00:00,"04012"
"1046",147981,4,"Bremen","SK Bremerhaven","A35-A59","W",1,0,147981,2020-03-19 01:00:00,"04012"
"1047",147982,4,"Bremen","SK Bremerhaven","A60-A79","M",1,0,147982,2020-03-17 01:00:00,"04012"
"1048",147983,4,"Bremen","SK Bremerhaven","A60-A79","M",1,0,147983,2020-03-19 01:00:00,"04012"
"1049",147984,4,"Bremen","SK Bremerhaven","A60-A79","W",1,0,147984,2020-03-17 01:00:00,"04012"
"1050",147985,5,"Nordrhein-Westfalen","SK Düsseldorf","A05-A14","M",1,0,147985,2020-03-16 01:00:00,"05111"
"1051",147986,5,"Nordrhein-Westfalen","SK Düsseldorf","A05-A14","M",1,0,147986,2020-03-18 01:00:00,"05111"
"1052",147987,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","M",1,0,147987,2020-03-06 01:00:00,"05111"
"1053",147988,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","M",3,0,147988,2020-03-13 01:00:00,"05111"
"1054",147989,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","M",5,0,147989,2020-03-16 01:00:00,"05111"
"1055",147990,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","M",16,0,147990,2020-03-17 01:00:00,"05111"
"1056",147991,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","M",3,0,147991,2020-03-18 01:00:00,"05111"
"1057",147992,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","W",4,0,147992,2020-03-13 01:00:00,"05111"
"1058",147993,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","W",5,0,147993,2020-03-16 01:00:00,"05111"
"1059",147994,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","W",12,0,147994,2020-03-17 01:00:00,"05111"
"1060",147995,5,"Nordrhein-Westfalen","SK Düsseldorf","A15-A34","W",4,0,147995,2020-03-18 01:00:00,"05111"
"1061",147996,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","M",2,0,147996,2020-03-04 01:00:00,"05111"
"1062",147997,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","M",2,0,147997,2020-03-09 01:00:00,"05111"
"1063",147998,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","M",5,0,147998,2020-03-13 01:00:00,"05111"
"1064",147999,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","M",16,0,147999,2020-03-16 01:00:00,"05111"
"1065",148000,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","M",20,0,148000,2020-03-17 01:00:00,"05111"
"1066",148001,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","M",9,0,148001,2020-03-18 01:00:00,"05111"
"1067",148002,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","W",1,0,148002,2020-03-10 01:00:00,"05111"
"1068",148003,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","W",2,0,148003,2020-03-13 01:00:00,"05111"
"1069",148004,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","W",13,0,148004,2020-03-16 01:00:00,"05111"
"1070",148005,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","W",12,0,148005,2020-03-17 01:00:00,"05111"
"1071",148006,5,"Nordrhein-Westfalen","SK Düsseldorf","A35-A59","W",6,0,148006,2020-03-18 01:00:00,"05111"
"1072",148007,5,"Nordrhein-Westfalen","SK Düsseldorf","A60-A79","M",2,0,148007,2020-03-13 01:00:00,"05111"
"1073",148008,5,"Nordrhein-Westfalen","SK Düsseldorf","A60-A79","M",2,0,148008,2020-03-16 01:00:00,"05111"
"1074",148009,5,"Nordrhein-Westfalen","SK Düsseldorf","A60-A79","M",2,0,148009,2020-03-17 01:00:00,"05111"
"1075",148010,5,"Nordrhein-Westfalen","SK Düsseldorf","A60-A79","M",1,0,148010,2020-03-18 01:00:00,"05111"
"1076",148011,5,"Nordrhein-Westfalen","SK Düsseldorf","A60-A79","W",1,0,148011,2020-03-13 01:00:00,"05111"
"1077",148012,5,"Nordrhein-Westfalen","SK Düsseldorf","A60-A79","W",1,0,148012,2020-03-17 01:00:00,"05111"
"1078",148013,5,"Nordrhein-Westfalen","SK Düsseldorf","A80+","M",1,0,148013,2020-03-11 01:00:00,"05111"
"1079",148014,5,"Nordrhein-Westfalen","SK Düsseldorf","A80+","M",2,0,148014,2020-03-17 01:00:00,"05111"
"1080",148015,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","M",1,0,148015,2020-03-13 01:00:00,"05112"
"1081",148016,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","M",3,0,148016,2020-03-16 01:00:00,"05112"
"1082",148017,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","M",2,0,148017,2020-03-17 01:00:00,"05112"
"1083",148018,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","M",1,0,148018,2020-03-18 01:00:00,"05112"
"1084",148019,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","W",1,0,148019,2020-03-01 01:00:00,"05112"
"1085",148020,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","W",1,0,148020,2020-03-04 01:00:00,"05112"
"1086",148021,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","W",1,0,148021,2020-03-10 01:00:00,"05112"
"1087",148022,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","W",1,0,148022,2020-03-12 01:00:00,"05112"
"1088",148023,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","W",2,0,148023,2020-03-16 01:00:00,"05112"
"1089",148024,5,"Nordrhein-Westfalen","SK Duisburg","A15-A34","W",1,0,148024,2020-03-18 01:00:00,"05112"
"1090",148025,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","M",1,0,148025,2020-03-06 01:00:00,"05112"
"1091",148026,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","M",4,0,148026,2020-03-10 01:00:00,"05112"
"1092",148027,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","M",1,0,148027,2020-03-11 01:00:00,"05112"
"1093",148028,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","M",2,0,148028,2020-03-13 01:00:00,"05112"
"1094",148029,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","M",8,0,148029,2020-03-16 01:00:00,"05112"
"1095",148030,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","M",6,0,148030,2020-03-17 01:00:00,"05112"
"1096",148031,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","M",3,0,148031,2020-03-18 01:00:00,"05112"
"1097",148032,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","W",7,0,148032,2020-03-16 01:00:00,"05112"
"1098",148033,5,"Nordrhein-Westfalen","SK Duisburg","A35-A59","W",2,0,148033,2020-03-17 01:00:00,"05112"
"1099",148034,5,"Nordrhein-Westfalen","SK Duisburg","A60-A79","M",3,0,148034,2020-03-16 01:00:00,"05112"
"1100",148035,5,"Nordrhein-Westfalen","SK Duisburg","A60-A79","M",2,0,148035,2020-03-17 01:00:00,"05112"
"1101",148036,5,"Nordrhein-Westfalen","SK Duisburg","A60-A79","W",2,0,148036,2020-03-18 01:00:00,"05112"
"1102",148037,5,"Nordrhein-Westfalen","SK Essen","A05-A14","M",1,0,148037,2020-03-13 01:00:00,"05113"
"1103",148038,5,"Nordrhein-Westfalen","SK Essen","A15-A34","M",4,0,148038,2020-03-12 01:00:00,"05113"
"1104",148039,5,"Nordrhein-Westfalen","SK Essen","A15-A34","M",1,0,148039,2020-03-13 01:00:00,"05113"
"1105",148040,5,"Nordrhein-Westfalen","SK Essen","A15-A34","M",9,0,148040,2020-03-15 01:00:00,"05113"
"1106",148041,5,"Nordrhein-Westfalen","SK Essen","A15-A34","W",1,0,148041,2020-03-07 01:00:00,"05113"
"1107",148042,5,"Nordrhein-Westfalen","SK Essen","A15-A34","W",3,0,148042,2020-03-15 01:00:00,"05113"
"1108",148043,5,"Nordrhein-Westfalen","SK Essen","A35-A59","M",1,0,148043,2020-03-07 01:00:00,"05113"
"1109",148044,5,"Nordrhein-Westfalen","SK Essen","A35-A59","M",1,0,148044,2020-03-12 01:00:00,"05113"
"1110",148045,5,"Nordrhein-Westfalen","SK Essen","A35-A59","M",4,0,148045,2020-03-13 01:00:00,"05113"
"1111",148046,5,"Nordrhein-Westfalen","SK Essen","A35-A59","M",10,0,148046,2020-03-15 01:00:00,"05113"
"1112",148047,5,"Nordrhein-Westfalen","SK Essen","A35-A59","W",1,0,148047,2020-03-02 01:00:00,"05113"
"1113",148048,5,"Nordrhein-Westfalen","SK Essen","A35-A59","W",1,0,148048,2020-03-07 01:00:00,"05113"
"1114",148049,5,"Nordrhein-Westfalen","SK Essen","A35-A59","W",1,0,148049,2020-03-12 01:00:00,"05113"
"1115",148050,5,"Nordrhein-Westfalen","SK Essen","A35-A59","W",1,0,148050,2020-03-13 01:00:00,"05113"
"1116",148051,5,"Nordrhein-Westfalen","SK Essen","A35-A59","W",14,0,148051,2020-03-15 01:00:00,"05113"
"1117",148052,5,"Nordrhein-Westfalen","SK Essen","A60-A79","M",4,0,148052,2020-03-15 01:00:00,"05113"
"1118",148053,5,"Nordrhein-Westfalen","SK Essen","A80+","W",1,1,148053,2020-03-07 01:00:00,"05113"
"1119",148054,5,"Nordrhein-Westfalen","SK Krefeld","A15-A34","M",2,0,148054,2020-03-14 01:00:00,"05114"
"1120",148055,5,"Nordrhein-Westfalen","SK Krefeld","A15-A34","M",1,0,148055,2020-03-15 01:00:00,"05114"
"1121",148056,5,"Nordrhein-Westfalen","SK Krefeld","A15-A34","M",1,0,148056,2020-03-17 01:00:00,"05114"
"1122",148057,5,"Nordrhein-Westfalen","SK Krefeld","A15-A34","W",1,0,148057,2020-03-11 01:00:00,"05114"
"1123",148058,5,"Nordrhein-Westfalen","SK Krefeld","A15-A34","W",1,0,148058,2020-03-15 01:00:00,"05114"
"1124",148059,5,"Nordrhein-Westfalen","SK Krefeld","A35-A59","M",1,0,148059,2020-03-10 01:00:00,"05114"
"1125",148060,5,"Nordrhein-Westfalen","SK Krefeld","A35-A59","M",3,0,148060,2020-03-11 01:00:00,"05114"
"1126",148061,5,"Nordrhein-Westfalen","SK Krefeld","A35-A59","M",4,0,148061,2020-03-13 01:00:00,"05114"
"1127",148062,5,"Nordrhein-Westfalen","SK Krefeld","A35-A59","M",5,0,148062,2020-03-14 01:00:00,"05114"
"1128",148063,5,"Nordrhein-Westfalen","SK Krefeld","A35-A59","M",1,0,148063,2020-03-16 01:00:00,"05114"
